4.099070E+5	9.955640E-2	8.946000E+0
3.960000E+2	9.734390E-2	7.818000E+0
6.440000E+2	9.745840E-2	9.678000E+0
9.000000E+2	9.975480E-2	8.676000E+0
1.151000E+3	1.003420E-1	7.866000E+0
1.407000E+3	1.007240E-1	9.042000E+0
1.666000E+3	9.939620E-2	8.472000E+0
1.922000E+3	9.564260E-2	9.276000E+0
2.180000E+3	9.822130E-2	8.820000E+0
2.431000E+3	1.001210E-1	8.790000E+0
2.668000E+3	9.725240E-2	8.262000E+0
2.917000E+3	9.722190E-2	8.112000E+0
3.162000E+3	9.819080E-2	8.448000E+0
3.420000E+3	9.968610E-2	9.054000E+0
3.671000E+3	9.987690E-2	9.372000E+0
3.924000E+3	9.391070E-2	8.028000E+0
4.177000E+3	9.705400E-2	9.414000E+0
4.419000E+3	9.830520E-2	9.144000E+0
4.671000E+3	9.884690E-2	8.652000E+0
4.923000E+3	9.902240E-2	9.558000E+0
5.171000E+3	9.405570E-2	8.850000E+0
5.411000E+3	9.773300E-2	9.114000E+0
5.667000E+3	9.996840E-2	8.994000E+0
5.928000E+3	9.446000E-2	8.694000E+0
6.180000E+3	9.960990E-2	8.562000E+0
6.426000E+3	9.281210E-2	9.948000E+0
6.676000E+3	9.533740E-2	8.580000E+0
6.928000E+3	9.701590E-2	9.084000E+0
7.185000E+3	9.729810E-2	8.532000E+0
7.439000E+3	9.829000E-2	8.838000E+0
7.687000E+3	9.656570E-2	9.282000E+0
7.937000E+3	9.368180E-2	8.238000E+0
8.189000E+3	9.882400E-2	9.312000E+0
8.435000E+3	9.786270E-2	8.364000E+0
8.676000E+3	9.544420E-2	8.286000E+0
8.913000E+3	9.664960E-2	8.616000E+0
9.157000E+3	9.562730E-2	9.486000E+0
9.407000E+3	9.619950E-2	8.976000E+0
9.665000E+3	9.780170E-2	9.138000E+0
9.914000E+3	9.841200E-2	8.574000E+0
1.016800E+4	9.619950E-2	8.970000E+0
1.041100E+4	9.903000E-2	9.252000E+0
1.066200E+4	9.739730E-2	8.796000E+0
1.092300E+4	9.638260E-2	8.880000E+0
1.116300E+4	9.948020E-2	8.250000E+0
1.140700E+4	9.253740E-2	8.712000E+0
1.165500E+4	9.258320E-2	8.670000E+0
1.189600E+4	9.532980E-2	8.316000E+0
1.215700E+4	9.636740E-2	8.820000E+0
1.240500E+4	9.868670E-2	8.844000E+0
1.266000E+4	1.013190E-1	8.634000E+0
1.290900E+4	9.510850E-2	8.598000E+0
1.315600E+4	9.728290E-2	8.736000E+0
1.341800E+4	9.410140E-2	8.154000E+0
1.366000E+4	9.617660E-2	9.024000E+0
1.390300E+4	9.970140E-2	8.112000E+0
1.415400E+4	9.343000E-2	8.166000E+0
1.440400E+4	9.421590E-2	8.712000E+0
1.467100E+4	9.661910E-2	8.646000E+0
1.491200E+4	9.510850E-2	9.588000E+0
1.515300E+4	9.711500E-2	8.772000E+0
1.540500E+4	9.928940E-2	8.130000E+0
1.566100E+4	9.709980E-2	7.926000E+0
1.592600E+4	9.706160E-2	8.394000E+0
1.617400E+4	9.670310E-2	8.826000E+0
1.642200E+4	9.645130E-2	8.790000E+0
1.667600E+4	1.004640E-1	8.838000E+0
1.692400E+4	9.829000E-2	8.616000E+0
1.717400E+4	9.957170E-2	8.460000E+0
1.742700E+4	9.664960E-2	7.914000E+0
1.767800E+4	9.423880E-2	8.208000E+0
1.792400E+4	9.816790E-2	8.046000E+0
1.818600E+4	9.976240E-2	8.634000E+0
1.844500E+4	9.989210E-2	9.618000E+0
1.869300E+4	1.000980E-1	8.208000E+0
1.894100E+4	9.760330E-2	8.166000E+0
1.919300E+4	9.834340E-2	9.456000E+0
1.944100E+4	1.000830E-1	8.106000E+0
1.968900E+4	9.763380E-2	9.576000E+0
1.993400E+4	1.010370E-1	8.910000E+0
2.019600E+4	9.740500E-2	9.534000E+0
2.044400E+4	9.604690E-2	8.238000E+0
2.069400E+4	9.532980E-2	9.708000E+0
2.094400E+4	9.068350E-2	8.478000E+0
2.119700E+4	9.400990E-2	8.214000E+0
2.145600E+4	9.457450E-2	7.596000E+0
2.170900E+4	9.526870E-2	8.274000E+0
2.196900E+4	1.006700E-1	8.556000E+0
2.222300E+4	1.028370E-1	9.456000E+0
2.247300E+4	1.045080E-1	8.754000E+0
2.273400E+4	1.064230E-1	9.186000E+0
2.298200E+4	1.019600E-1	9.294000E+0
2.324100E+4	9.754990E-2	1.005600E+1
2.349200E+4	9.214070E-2	1.026600E+1
2.373900E+4	9.379630E-2	9.174000E+0
2.398700E+4	9.083600E-2	9.108000E+0
2.423900E+4	8.748670E-2	7.950000E+0
2.449800E+4	8.985950E-2	8.568000E+0
