2.873110E+5	1.005130E+0	2.520000E-1
3.480000E+2	9.965860E-1	-7.800000E-2
5.780000E+2	9.860880E-1	-4.680000E-1
8.180000E+2	9.780920E-1	-4.860000E-1
1.041000E+3	9.887730E-1	-1.020000E-1
1.271000E+3	9.837070E-1	-3.180000E-1
1.515000E+3	1.033210E+0	6.000000E-2
1.741000E+3	1.024540E+0	2.040000E-1
1.971000E+3	1.032660E+0	2.340000E-1
2.208000E+3	1.022040E+0	-6.480000E-1
2.448000E+3	1.010020E+0	-1.860000E-1
2.682000E+3	1.008670E+0	1.140000E-1
2.926000E+3	9.959750E-1	-7.800000E-2
3.166000E+3	1.000620E+0	-1.680000E-1
3.427000E+3	9.812050E-1	3.360000E-1
3.672000E+3	9.755900E-1	-2.460000E-1
3.920000E+3	9.774820E-1	-2.400000E-1
4.180000E+3	9.646640E-1	-3.960000E-1
4.421000E+3	9.770550E-1	-2.400000E-1
4.664000E+3	1.001350E+0	3.000000E-2
4.908000E+3	1.013130E+0	-1.200000E-2
5.160000E+3	1.013740E+0	5.400000E-2
5.418000E+3	1.039130E+0	6.000000E-3
5.673000E+3	1.038220E+0	-6.360000E-1
5.906000E+3	1.039560E+0	-7.260000E-1
6.132000E+3	1.042550E+0	-7.800000E-2
6.380000E+3	1.047980E+0	6.000000E-2
6.645000E+3	1.052190E+0	-2.640000E-1
6.901000E+3	1.061040E+0	-3.360000E-1
7.146000E+3	1.060680E+0	1.800000E-2
7.395000E+3	1.065190E+0	-1.260000E-1
7.986000E+3	1.055850E+0	-4.440000E-1
8.229000E+3	1.038700E+0	-2.040000E-1
8.474000E+3	1.025580E+0	-4.740000E-1
8.729000E+3	1.010200E+0	-2.760000E-1
8.998000E+3	1.006540E+0	-6.180000E-1
9.250000E+3	1.005010E+0	-1.080000E-1
9.494000E+3	9.910930E-1	-1.680000E-1
9.736000E+3	9.718060E-1	-1.980000E-1
9.981000E+3	9.782750E-1	3.600000E-1
1.023300E+4	9.761390E-1	-1.080000E-1
1.047800E+4	9.633220E-1	-1.860000E-1
1.072200E+4	9.490390E-1	-4.740000E-1
1.097200E+4	9.517860E-1	1.680000E-1
1.122300E+4	9.431800E-1	-3.180000E-1
1.147900E+4	9.359780E-1	1.200000E-2
1.173600E+4	9.320720E-1	1.800000E-1
1.197900E+4	9.172400E-1	-3.900000E-1
1.221800E+4	9.032630E-1	2.280000E-1
1.246300E+4	9.180950E-1	-4.620000E-1
1.271100E+4	9.091220E-1	-2.520000E-1
1.296600E+4	9.104650E-1	-4.500000E-1
1.322000E+4	9.186440E-1	-6.420000E-1
1.347000E+4	9.303020E-1	4.200000E-2
1.372000E+4	9.245030E-1	4.080000E-1
1.396300E+4	9.149820E-1	1.200000E-2
1.420800E+4	9.066200E-1	-5.400000E-2
1.445200E+4	9.207800E-1	2.160000E-1
1.470400E+4	9.068640E-1	-8.160000E-1
1.495000E+4	9.212070E-1	-2.220000E-1
1.519500E+4	9.268230E-1	-2.880000E-1
1.558500E+4	9.248090E-1	-4.800000E-2
1.583400E+4	9.440960E-1	-1.380000E-1
1.608500E+4	9.480020E-1	-1.800000E-1
1.633100E+4	9.544110E-1	-4.200000E-2
1.658300E+4	9.666180E-1	-2.220000E-1
1.684900E+4	9.724160E-1	-1.440000E-1
1.710100E+4	9.780920E-1	-1.320000E-1
1.734400E+4	9.984170E-1	-6.600000E-2
1.759300E+4	1.012030E+0	-1.440000E-1
1.785000E+4	1.021190E+0	-3.120000E-1
1.810700E+4	1.067020E+0	-6.300000E-1
1.835600E+4	1.075510E+0	-2.580000E-1
1.860500E+4	1.092170E+0	-4.020000E-1
1.886400E+4	1.089730E+0	2.220000E-1
1.911500E+4	1.085820E+0	-9.000000E-2
1.944100E+4	1.072460E+0	-4.620000E-1
1.968700E+4	1.042980E+0	-4.440000E-1
1.994300E+4	1.002330E+0	-1.200000E-1
2.022400E+4	9.758950E-1	-2.340000E-1
2.048000E+4	9.559970E-1	1.020000E-1
2.071400E+4	9.340250E-1	-2.520000E-1
